alt	name
male	Male
mali	Mali
bamako	Bamako
malta	Malta
valletta	Valletta
marshall	Marshall
islands	Islands
majuro	Majuro
mauritania	Mauritania
nouakchott	Nouakchott
mauritius	Mauritius
port louis	Port Louis
mexico	Mexico
mexico city	Mexico City
moldova	Moldova
chisinau	Chisinau
monaco	Monaco
monaco	Monaco
mongolia	Mongolia
ulaanbaatar	Ulaanbaatar
montenegro	Montenegro
podgorica	Podgorica
morocco	Morocco
rabat	Rabat
mozambique	Mozambique
maputo	Maputo
myanmar	Myanmar
nay pyi taw	Nay Pyi Taw
namibia	Namibia
windhoek	Windhoek
nauru	Nauru
yaren district	Yaren District
nepal	Nepal
kathmandu	Kathmandu
netherlands	Netherlands
amsterdam	Amsterdam
new zealand	New Zealand
wellington	Wellington
nicaragua	Nicaragua
managua	Managua
niger	Niger
niamey	Niamey
nigeria	Nigeria
abuja	Abuja
north korea	North Korea
pyongyang	Pyongyang
north macedonia	North Macedonia
skopje	Skopje
norway	Norway
oslo	Oslo
oman	Oman
muscat	Muscat
pakistan	Pakistan
islamabad	Islamabad
palau	Palau
ngerulmud	Ngerulmud
palestine	Palestine
east jerusalem	East Jerusalem
panama	Panama
panama city	Panama City
papua new guinea	Papua New Guinea
port moresby	Port Moresby
paraguay	Paraguay
asunción	Asunción
peru	Peru
lima	Lima
philippines	Philippines
manila	Manila
poland	Poland
warsaw	Warsaw
portugal	Portugal
lisbon	Lisbon
qatar	Qatar
doha	Doha
romania	Romania
bucharest	Bucharest
russia	Russia
moscow	Moscow
rwanda	Rwanda
kigali	Kigali
saint kitts & nevis	Saint Kitts & Nevis
saint kitts&nevis	Saint Kitts & Nevis
basseterre	Basseterre
saint lucia	Saint Lucia
castries	Castries
saint vincent & the grenadines	Saint Vincent & The Grenadines
saint vincent&the grenadines	Saint Vincent & The Grenadines
kingstown	Kingstown
samoa	Samoa
apia	Apia
san marino	San Marino
são tomé & príncipe	São Tomé & Príncipe
são tomé&príncipe	São Tomé & Príncipe
sao tome & príncipe	São Tomé & Príncipe
são tomé	São Tomé
sao tome	São Tomé
saudi arabia	Saudi Arabia
riyadh	Riyadh
senegal	Senegal
dakar	Dakar
serbia	Serbia
belgrade	Belgrade
seychelles	Seychelles
victoria	Victoria
sierra leone	Sierra Leone
freetown	Freetown
singapore	Singapore
slovakia	Slovakia
bratislava	Bratislava
slovenia	Slovenia
ljubljana	Ljubljana
solomon islands	Solomon Islands
honiara	Honiara
somalia	Somalia
mogadishu	Mogadishu
south korea	South Korea
seoul	Seoul
south sudan	South Sudan
juba	Juba
spain	Spain
madrid	Madrid
sri lanka	Sri Lanka
colombo	Colombo
sri jayawardenepura kotte	Sri Jayawardenepura Kotte
sudan	Sudan
khartoum	Khartoum
suriname	Suriname
paramaribo	Paramaribo
sweden	Sweden
stockholm	Stockholm
switzerland	Switzerland
bern	Bern
syria	Syria
damascus	Damascus
tajikistan	Tajikistan
dushanbe	Dushanbe
tanzania	Tanzania
dodoma	Dodoma
thailand	Thailand
bangkok	Bangkok
timor-leste	Timor-Leste
dili	Dili
togo	Togo
lomé	Lomé
lome	Lomé
tonga	Tonga
nukuʻalofa	NukuʻAlofa
nukualofa	NukuʻAlofa
trinidad & tobago	Trinidad & Tobago
trinidad&tobago	Trinidad & Tobago
port of spain	Port Of Spain
tunisia	Tunisia
tunis	Tunis
turkey	Turkey
ankara	Ankara
istanbul	Istanbul
turkmenistan	Turkmenistan
ashgabat	Ashgabat
tuvalu	Tuvalu
funafuti	Funafuti
uganda	Uganda
kampala	Kampala
ukraine	Ukraine
kiev	Kiev
united arab emirates	United Arab Emirates
uae	Uae
abu dhabi	Abu Dhabi
united kingdom	United Kingdom
uk	United Kingdom
u.k.	United Kingdom
u.k	United Kingdom
england	England
london	London
united states of america	United States Of America
united states	United States Of America
usa	United States Of America
u.s.a.	United States Of America
u.s.a	United States Of America
america	America
washington	Washington
uruguay	Uruguay
montevideo	Montevideo
uzbekistan	Uzbekistan
tashkent	Tashkent
vanuatu	Vanuatu
port vila	Port Vila
vatican city	Vatican City
venezuela	Venezuela
caracas	Caracas
vietnam	Vietnam
hanoi	Hanoi
yemen	Yemen
sana'a	Sana'A
sanaa	Sana'A
zambia	Zambia
lusaka	Lusaka
zimbabwe	Zimbabwe
harare	Harare
