gid,objeto,geom,fna,gna,nam,in1,tgl,cod_tgl,nam_prov,cod_prov,fdc,sag
1405,Gobierno local,MULTIPOINT(-58.1195702448709 -31.439167054416),Municipio Estancia Grande,Municipio,Estancia Grande,300049,Municipio,MU,Entre Ríos,30,BAHRA,IGN
1406,Gobierno local,MULTIPOINT(-58.1803339155777 -31.5766676926598),Junta Clodomiro Ledesma,Junta,Clodomiro Ledesma,309035,Junta de Gobierno,JG4,Entre Ríos,30,BAHRA,IGN
1407,Gobierno local,MULTIPOINT(-58.0312441502973 -31.2077200714241),Municipio Colonia Ayuí,Municipio,Colonia Ayuí,300035,Municipio,MU,Entre Ríos,30,BAHRA,IGN
1408,Gobierno local,MULTIPOINT(-58.0850767828672 -31.3508509297266),Junta General Roca,Junta,General Roca,302077,Comuna,CO1,Entre Ríos,30,BAHRA,IGN
1409,Gobierno local,MULTIPOINT(-58.0170077851811 -31.3919648166229),Municipio Concordia,Municipio,Concordia,300042,Municipio,MU,Entre Ríos,30,BAHRA,IGN
1410,Gobierno local,MULTIPOINT(-58.2633298102225 -31.4711067286925),Junta Estación Yeruá,Junta,Estación Yeruá,309050,Junta de Gobierno,JG2,Entre Ríos,30,BAHRA,IGN
1411,Gobierno local,MULTIPOINT(-58.1624358672215 -31.3982168567225),Junta Estación Yuquerí,Junta,Estación Yuquerí,309055,Junta de Gobierno,JG2,Entre Ríos,30,BAHRA,IGN
1412,Gobierno local,MULTIPOINT(-58.1088277324139 -31.2691133907703),Municipio La Criolla,Municipio,La Criolla,300056,Municipio,MU,Entre Ríos,30,BAHRA,IGN
1413,Gobierno local,MULTIPOINT(-58.1855405009933 -31.1694300521551),Municipio Los Charrúas,Municipio,Los Charrúas,300063,Municipio,MU,Entre Ríos,30,BAHRA,IGN
1414,Gobierno local,MULTIPOINT(-58.0163356831452 -31.6496165322771),Junta Nueva Escocia,Junta,Nueva Escocia,302084,Comuna,CO1,Entre Ríos,30,BAHRA,IGN
1415,Gobierno local,MULTIPOINT(-58.2305813567442 -31.6719730695015),Junta Pedernal,Junta,Pedernal,302091,Comuna,CO2,Entre Ríos,30,BAHRA,IGN
1416,Gobierno local,MULTIPOINT(-58.0151827055174 -31.5313584980962),Municipio Puerto Yeruá,Municipio,Puerto Yeruá,300070,Municipio,MU,Entre Ríos,30,BAHRA,IGN
1417,Gobierno local,MULTIPOINT(-60.5907932653968 -31.8898331705643),Junta Aldea Brasilera,Junta,Aldea Brasilera,309075,Junta de Gobierno,JG1,Entre Ríos,30,BAHRA,IGN
1418,Gobierno local,MULTIPOINT(-60.4989837529978 -31.9605187682265),Junta Aldea Grapschental,Junta,Aldea Grapschental,309080,Junta de Gobierno,JG4,Entre Ríos,30,BAHRA,IGN
1419,Gobierno local,MULTIPOINT(-60.5618081311403 -32.0293027898918),Junta Aldea Protestante,Junta,Aldea Protestante,302112,Comuna,CO1,Entre Ríos,30,BAHRA,IGN
1420,Gobierno local,MULTIPOINT(-60.5473518907771 -31.9248332179786),Junta Aldea Salto,Junta,Aldea Salto,309090,Junta de Gobierno,JG4,Entre Ríos,30,BAHRA,IGN
1421,Gobierno local,MULTIPOINT(-60.669842626436 -31.9504641642897),Junta General Alvear,Junta,General Alvear,309120,Junta de Gobierno,JG2,Entre Ríos,30,BAHRA,IGN
1422,Gobierno local,MULTIPOINT(-60.5808627346275 -31.9461790341351),Junta Aldea Spatzenkutter,Junta,Aldea Spatzenkutter,302126,Comuna,CO1,Entre Ríos,30,BAHRA,IGN
1423,Gobierno local,MULTIPOINT(-60.5877262309807 -31.9900923666693),Municipio Aldea Valle María,Municipio,Aldea Valle María,300077,Municipio,MU,Entre Ríos,30,BAHRA,IGN
1424,Gobierno local,MULTIPOINT(-60.5746902494554 -31.8651881707974),Junta Colonia Ensayo,Junta,Colonia Ensayo,302133,Comuna,CO1,Entre Ríos,30,BAHRA,IGN
1425,Gobierno local,MULTIPOINT(-60.638208335846 -32.0707572518456),Municipio Diamante,Municipio,Diamante,300084,Municipio,MU,Entre Ríos,30,BAHRA,IGN
1426,Gobierno local,MULTIPOINT(-60.227288922146 -32.1125162368348),Junta Estación Camps,Junta,Estación Camps,309110,Junta de Gobierno,JG3,Entre Ríos,30,BAHRA,IGN
1427,Gobierno local,MULTIPOINT(-60.2016467361079 -32.1772681364153),Municipio General Ramírez,Municipio,General Ramírez,300091,Municipio,MU,Entre Ríos,30,BAHRA,IGN
1428,Gobierno local,MULTIPOINT(-60.4865011800853 -32.3287076899079),Junta Las Cuevas,Junta,Las Cuevas,302175,Comuna,CO1,Entre Ríos,30,BAHRA,IGN
1429,Gobierno local,MULTIPOINT(-60.4659165213304 -32.0734421832101),Municipio Villa Libertador San Martín,Municipio,Villa Libertador San Martín,300098,Municipio,MU,Entre Ríos,30,BAHRA,IGN
1430,Gobierno local,MULTIPOINT(-57.9817893679849 -30.7547242030595),Municipio Chajarí,Municipio,Chajarí,300105,Municipio,MU,Entre Ríos,30,BAHRA,IGN
1431,Gobierno local,MULTIPOINT(-57.9998943395521 -30.9035950688573),Junta Colonia Alemana,Junta,Colonia Alemana,309135,Junta de Gobierno,JG3,Entre Ríos,30,BAHRA,IGN
1432,Gobierno local,MULTIPOINT(-58.0260216531767 -31.0740770229362),Junta Colonia La Argentina,Junta,Colonia La Argentina,309140,Junta de Gobierno,JG2,Entre Ríos,30,BAHRA,IGN
1433,Gobierno local,MULTIPOINT(-58.2497947670149 -30.8188156468246),Junta San Ramón,Junta,San Ramón,309180,Junta de Gobierno,JG2,Entre Ríos,30,BAHRA,IGN
1434,Gobierno local,MULTIPOINT(-57.9177623237722 -30.9902627353369),Municipio Federación,Municipio,Federación,300112,Municipio,MU,Entre Ríos,30,BAHRA,IGN
1435,Gobierno local,MULTIPOINT(-58.4662357091107 -30.5913371444936),Municipio Los Conquistadores,Municipio,Los Conquistadores,300115,Municipio,MU,Entre Ríos,30,BAHRA,IGN
1436,Gobierno local,MULTIPOINT(-58.3069291579542 -30.3403401358885),Municipio San Jaime de la Frontera,Municipio,San Jaime de la Frontera,300119,Municipio,MU,Entre Ríos,30,BAHRA,IGN
1437,Gobierno local,MULTIPOINT(-58.0815900078725 -30.7581957777129),Junta San Pedro,Junta,San Pedro,309175,Junta de Gobierno,JG2,Entre Ríos,30,BAHRA,IGN
1438,Gobierno local,MULTIPOINT(-57.9310782507606 -30.8993700233079),Municipio Santa Ana,Municipio,Santa Ana,300126,Municipio,MU,Entre Ríos,30,BAHRA,IGN
1439,Gobierno local,MULTIPOINT(-57.9145527099396 -30.7957385008311),Municipio Villa del Rosario,Municipio,Villa del Rosario,300133,Municipio,MU,Entre Ríos,30,BAHRA,IGN
1440,Gobierno local,MULTIPOINT(-59.0867226661181 -31.046243815),Municipio Conscripto Bernardi,Municipio,Conscripto Bernardi,300140,Municipio,MU,Entre Ríos,30,BAHRA,IGN
1441,Gobierno local,MULTIPOINT(-58.9964135439499 -30.9741023048774),Junta El Cimarrón,Junta,El Cimarrón,302287,Comuna,CO1,Entre Ríos,30,BAHRA,IGN
1442,Gobierno local,MULTIPOINT(-58.7795875049594 -30.9562142803647),Municipio Federal,Municipio,Federal,300147,Municipio,MU,Entre Ríos,30,BAHRA,IGN
1443,Gobierno local,MULTIPOINT(-58.6127493439071 -30.968514031897),Junta Nueva Vizcaya,Junta,Nueva Vizcaya,302308,Comuna,CO1,Entre Ríos,30,BAHRA,IGN
1444,Gobierno local,MULTIPOINT(-59.2173710837085 -31.2395232654862),Municipio Sauce de Luna,Municipio,Sauce de Luna,300154,Municipio,MU,Entre Ríos,30,BAHRA,IGN
1445,Gobierno local,MULTIPOINT(-58.7502572756527 -30.3854437364392),Municipio San José de Feliciano,Municipio,San José de Feliciano,300161,Municipio,MU,Entre Ríos,30,BAHRA,IGN
1446,Gobierno local,MULTIPOINT(-59.028341379551 -30.4851899619471),Junta San Víctor,Junta,San Víctor,302376,Comuna,CO1,Entre Ríos,30,BAHRA,IGN
1447,Gobierno local,MULTIPOINT(-59.2391181530803 -32.8247091106369),Junta Aldea Asunción,Junta,Aldea Asunción,302383,Comuna,CO1,Entre Ríos,30,BAHRA,IGN
1448,Gobierno local,MULTIPOINT(-59.4223303695509 -32.8708132402388),Junta Estación Lazo,Junta,Estación Lazo,309295,Junta de Gobierno,JG4,Entre Ríos,30,BAHRA,IGN
1449,Gobierno local,MULTIPOINT(-59.395706560909 -32.7204846633365),Municipio General Galarza,Municipio,General Galarza,300168,Municipio,MU,Entre Ríos,30,BAHRA,IGN
1450,Gobierno local,MULTIPOINT(-59.3105755857946 -33.1504300802839),Municipio Gualeguay,Municipio,Gualeguay,300175,Municipio,MU,Entre Ríos,30,BAHRA,IGN
1451,Gobierno local,MULTIPOINT(-58.7044236396392 -32.6251747260328),Municipio Aldea San Antonio,Municipio,Aldea San Antonio,300182,Municipio,MU,Entre Ríos,30,BAHRA,IGN
1452,Gobierno local,MULTIPOINT(-58.7717519655807 -32.6959583138251),Comuna Aldea San Juan,Comuna,Aldea San Juan,302453,Comuna,CO1,Entre Ríos,30,BAHRA,IGN
1453,Gobierno local,MULTIPOINT(-59.2080558223183 -33.1454610723706),Municipio Enrique Carbó,Municipio,Enrique Carbó,300184,Municipio,MU,Entre Ríos,30,BAHRA,IGN
1454,Gobierno local,MULTIPOINT(-58.9059282841629 -32.5921302040456),Junta Estación Escriña,Junta,Estación Escriña,309355,Junta de Gobierno,JG4,Entre Ríos,30,BAHRA,IGN
1455,Gobierno local,MULTIPOINT(-58.8826336785014 -32.8044302357667),Junta Estación Parera,Junta,Estación Parera,302512,Comuna,CO2,Entre Ríos,30,BAHRA,IGN
1456,Gobierno local,MULTIPOINT(-58.8026489748702 -32.8373889903096),Junta General Almada,Junta,General Almada,309365,Junta de Gobierno,JG3,Entre Ríos,30,BAHRA,IGN
1457,Gobierno local,MULTIPOINT(-58.9340099891696 -32.5358321664213),Municipio Gilbert,Municipio,Gilbert,300185,Municipio,MU,Entre Ríos,30,BAHRA,IGN
1458,Gobierno local,MULTIPOINT(-58.5107700864703 -33.0077976973058),Municipio Gualeguaychú,Municipio,Gualeguaychú,300189,Municipio,MU,Entre Ríos,30,BAHRA,IGN
1459,Gobierno local,MULTIPOINT(-58.9496485133682 -32.9258653202283),Junta Irazusta,Junta,Irazusta,302526,Comuna,CO1,Entre Ríos,30,BAHRA,IGN
1460,Gobierno local,MULTIPOINT(-58.9990862022664 -33.0365215308439),Municipio Larroque,Municipio,Larroque,300196,Municipio,MU,Entre Ríos,30,BAHRA,IGN
1461,Gobierno local,MULTIPOINT(-58.9062943846781 -32.7702371032597),Junta Pastor Britos,Junta,Pastor Britos,309380,Junta de Gobierno,JG4,Entre Ríos,30,BAHRA,IGN
1462,Gobierno local,MULTIPOINT(-58.4750332110139 -33.0173732800528),Municipio Pueblo General Belgrano,Municipio,Pueblo General Belgrano,300199,Municipio,MU,Entre Ríos,30,BAHRA,IGN
1463,Gobierno local,MULTIPOINT(-58.8884200766252 -32.6910460989982),Municipio Urdinarrain,Municipio,Urdinarrain,300203,Municipio,MU,Entre Ríos,30,BAHRA,IGN
1464,Gobierno local,MULTIPOINT(-58.8003552620856 -33.4994143411989),Municipio Ceibas,Municipio,Ceibas,300210,Municipio,MU,Entre Ríos,30,BAHRA,IGN
1465,Gobierno local,MULTIPOINT(-59.1575902074221 -33.7424768571212),Municipio Ibicuy,Municipio,Ibicuy,300217,Municipio,MU,Entre Ríos,30,BAHRA,IGN
1466,Gobierno local,MULTIPOINT(-59.068857296427 -33.4357740477341),Junta Médanos,Junta,Médanos,309405,Junta de Gobierno,JG2,Entre Ríos,30,BAHRA,IGN
1467,Gobierno local,MULTIPOINT(-58.6631309180574 -33.714744920042),Municipio Villa Paranacito,Municipio,Villa Paranacito,300224,Municipio,MU,Entre Ríos,30,BAHRA,IGN
1468,Gobierno local,MULTIPOINT(-59.5985723122624 -31.4573653459339),Municipio Alcaraz,Municipio,Alcaraz,300231,Municipio,MU,Entre Ríos,30,BAHRA,IGN
1469,Gobierno local,MULTIPOINT(-59.446389765875 -31.3435796834556),Municipio Bovril,Municipio,Bovril,300238,Municipio,MU,Entre Ríos,30,BAHRA,IGN
1470,Gobierno local,MULTIPOINT(-59.4082372808258 -31.1831954998724),Junta Colonia Avigdor,Junta,Colonia Avigdor,302596,Comuna,CO1,Entre Ríos,30,BAHRA,IGN
1471,Gobierno local,MULTIPOINT(-59.7331340622871 -31.1795440841921),Junta El Solar,Junta,El Solar,302638,Comuna,CO1,Entre Ríos,30,BAHRA,IGN
1472,Gobierno local,MULTIPOINT(-59.6443012788809 -30.7404766242967),Municipio La Paz,Municipio,La Paz,300245,Municipio,MU,Entre Ríos,30,BAHRA,IGN
1473,Gobierno local,MULTIPOINT(-59.9499577135776 -31.1850061481152),Municipio Piedras Blancas,Municipio,Piedras Blancas,300252,Municipio,MU,Entre Ríos,30,BAHRA,IGN
1474,Gobierno local,MULTIPOINT(-59.3949842946894 -30.6902877478812),Junta San Gustavo,Junta,San Gustavo,300255,Municipio,MU,Entre Ríos,30,BAHRA,IGN
1475,Gobierno local,MULTIPOINT(-59.7891212915143 -30.9444600018276),Municipio Santa Elena,Municipio,Santa Elena,300259,Municipio,MU,Entre Ríos,30,BAHRA,IGN
1476,Gobierno local,MULTIPOINT(-59.50106193536 -31.3889211510902),Junta Sir Leonard,Junta,Sir Leonard,309500,Junta de Gobierno,JG3,Entre Ríos,30,BAHRA,IGN
1477,Gobierno local,MULTIPOINT(-60.1583505741197 -32.2457755167267),Municipio Villa Aranguren,Municipio,Villa Aranguren,300266,Municipio,MU,Entre Ríos,30,BAHRA,IGN
1478,Gobierno local,MULTIPOINT(-59.9284078340543 -32.372179763785),Junta Betbeder,Junta,Betbeder,309520,Junta de Gobierno,JG4,Entre Ríos,30,BAHRA,IGN
1479,Gobierno local,MULTIPOINT(-59.9947309805503 -32.0713541867463),Junta Don Cristóbal II,Junta,Don Cristóbal II,302780,Comuna,CO2,Entre Ríos,30,BAHRA,IGN
1480,Gobierno local,MULTIPOINT(-59.9189010782221 -32.4752676748632),Junta Febre,Junta,Febre,302787,Comuna,CO2,Entre Ríos,30,BAHRA,IGN
1481,Gobierno local,MULTIPOINT(-60.0321261186255 -32.3382714168923),Municipio Villa Sabá Z. Hernández,Municipio,Villa Sabá Z. Hernández,300273,Municipio,MU,Entre Ríos,30,BAHRA,IGN
1482,Gobierno local,MULTIPOINT(-59.5308470435562 -32.3843937289873),Municipio Lucas González,Municipio,Lucas González,300280,Municipio,MU,Entre Ríos,30,BAHRA,IGN
1483,Gobierno local,MULTIPOINT(-59.7876953417666 -32.3989615248544),Municipio Nogoyá,Municipio,Nogoyá,300287,Municipio,MU,Entre Ríos,30,BAHRA,IGN
1484,Gobierno local,MULTIPOINT(-59.6622206303778 -32.3859188271921),Junta XX de Septiembre,Junta,XX de Septiembre,302808,Comuna,CO2,Entre Ríos,30,BAHRA,IGN
1485,Gobierno local,MULTIPOINT(-60.4105063277048 -31.8838516986969),Junta Aldea María Luisa,Junta,Aldea María Luisa,309580,Junta de Gobierno,JG1,Entre Ríos,30,BAHRA,IGN
1486,Gobierno local,MULTIPOINT(-60.306092048809 -32.0307595063461),Municipio Crespo,Municipio,Crespo,300301,Municipio,MU,Entre Ríos,30,BAHRA,IGN
1487,Gobierno local,MULTIPOINT(-60.2546306451881 -31.9574112319427),Junta Aldea San Rafael,Junta,Aldea San Rafael,309590,Junta de Gobierno,JG3,Entre Ríos,30,BAHRA,IGN
1488,Gobierno local,MULTIPOINT(-60.0068869511718 -31.6113329908248),Junta Aldea Santa María,Junta,Aldea Santa María,302836,Comuna,CO1,Entre Ríos,30,BAHRA,IGN
1489,Gobierno local,MULTIPOINT(-60.2392099529769 -32.0131601156468),Junta Aldea Santa Rosa,Junta,Aldea Santa Rosa,302843,Comuna,CO2,Entre Ríos,30,BAHRA,IGN
1490,Gobierno local,MULTIPOINT(-60.0755467036174 -31.5799390269645),Municipio Cerrito,Municipio,Cerrito,300294,Municipio,MU,Entre Ríos,30,BAHRA,IGN
1491,Gobierno local,MULTIPOINT(-60.4119812059678 -31.7626492940296),Municipio Colonia Avellaneda,Municipio,Colonia Avellaneda,300297,Municipio,MU,Entre Ríos,30,BAHRA,IGN
1492,Gobierno local,MULTIPOINT(-60.2310818875191 -31.6828812199923),Junta Colonia Crespo,Junta,Colonia Crespo,302899,Comuna,CO2,Entre Ríos,30,BAHRA,IGN
1493,Gobierno local,MULTIPOINT(-60.1666164579831 -31.6537567402813),Junta El Palenque,Junta,El Palenque,302927,Comuna,CO1,Entre Ríos,30,BAHRA,IGN
1494,Gobierno local,MULTIPOINT(-59.8908482981104 -31.5829676045713),Junta El Pingo,Junta,El Pingo,309680,Junta de Gobierno,JG1,Entre Ríos,30,BAHRA,IGN
1495,Gobierno local,MULTIPOINT(-60.1012521227872 -31.8468764837627),Junta Quebracho,Junta,Quebracho,309730,Junta de Gobierno,JG4,Entre Ríos,30,BAHRA,IGN
1496,Gobierno local,MULTIPOINT(-59.8352827888696 -31.5121688748936),Municipio Hasenkamp,Municipio,Hasenkamp,300308,Municipio,MU,Entre Ríos,30,BAHRA,IGN
1497,Gobierno local,MULTIPOINT(-59.9882864459627 -31.2300082475825),Municipio Hernandarias,Municipio,Hernandarias,300315,Municipio,MU,Entre Ríos,30,BAHRA,IGN
1498,Gobierno local,MULTIPOINT(-60.2975491063062 -31.7250045284362),Junta La Picada,Junta,La Picada,302955,Comuna,CO1,Entre Ríos,30,BAHRA,IGN
1499,Gobierno local,MULTIPOINT(-59.7288640722191 -31.8685965608825),Junta Paraje Las Tunas,Comuna,Paraje Las Tunas,302976,Comuna,CO1,Entre Ríos,30,BAHRA,IGN
1500,Gobierno local,MULTIPOINT(-59.9040145958969 -31.6628074993666),Municipio María Grande,Municipio,María Grande,300322,Municipio,MU,Entre Ríos,30,BAHRA,IGN
1501,Gobierno local,MULTIPOINT(-60.5175334303235 -31.8227546996696),Municipio Oro Verde,Municipio,Oro Verde,300329,Municipio,MU,Entre Ríos,30,BAHRA,IGN
1502,Gobierno local,MULTIPOINT(-60.5274260492727 -31.7401601616621),Municipio Paraná,Municipio,Paraná,300336,Municipio,MU,Entre Ríos,30,BAHRA,IGN
1503,Gobierno local,MULTIPOINT(-59.7444932614548 -31.4274268736513),Junta Las Garzas,Junta,Las Garzas,302962,Comuna,CO2,Entre Ríos,30,BAHRA,IGN
1504,Gobierno local,MULTIPOINT(-60.0918141246221 -31.3873290929632),Junta Pueblo Brugo,Junta,Pueblo Brugo,309720,Junta de Gobierno,JG1,Entre Ríos,30,BAHRA,IGN
1505,Gobierno local,MULTIPOINT(-60.1690524561059 -31.4583608738552),Junta Puerto Curtiembre,Junta,Puerto Curtiembre,302999,Comuna,CO1,Entre Ríos,30,BAHRA,IGN
1506,Gobierno local,MULTIPOINT(-60.4414593116978 -31.7830223396093),Municipio San Benito,Municipio,San Benito,300343,Municipio,MU,Entre Ríos,30,BAHRA,IGN
1507,Gobierno local,MULTIPOINT(-60.3557573372313 -31.7448088130762),Junta Sauce Montrull,Junta,Sauce Montrull,303020,Comuna,CO1,Entre Ríos,30,BAHRA,IGN
1508,Gobierno local,MULTIPOINT(-60.3716007206967 -31.8430823357811),Junta Sauce Pinto,Junta,Sauce Pinto,303027,Comuna,CO2,Entre Ríos,30,BAHRA,IGN
1509,Gobierno local,MULTIPOINT(-60.1256505518315 -31.9543397719629),Municipio Seguí,Municipio,Seguí,300350,Municipio,MU,Entre Ríos,30,BAHRA,IGN
1510,Gobierno local,MULTIPOINT(-59.9111358892099 -31.7362332980283),Junta Estación Sosa,Junta,Estación Sosa,302941,Comuna,CO1,Entre Ríos,30,BAHRA,IGN
1511,Gobierno local,MULTIPOINT(-59.9359529391768 -31.8016595893185),Municipio Tabossi,Municipio,Tabossi,300357,Municipio,MU,Entre Ríos,30,BAHRA,IGN
1512,Gobierno local,MULTIPOINT(-60.4944147374501 -31.8716985987113),Junta Tezanos Pinto,Junta,Tezanos Pinto,303034,Comuna,CO2,Entre Ríos,30,BAHRA,IGN
1513,Gobierno local,MULTIPOINT(-60.0129512479018 -31.8721090331053),Municipio Viale,Municipio,Viale,300364,Municipio,MU,Entre Ríos,30,BAHRA,IGN
1514,Gobierno local,MULTIPOINT(-60.4736941551611 -31.9053433165408),Junta Villa Fontana,Junta,Villa Fontana,303041,Comuna,CO2,Entre Ríos,30,BAHRA,IGN
1515,Gobierno local,MULTIPOINT(-60.4271676607589 -31.935069910348),Junta Gobernador Etchevehere,Junta,Gobernador Etchevehere,302948,Comuna,CO2,Entre Ríos,30,BAHRA,IGN
1516,Gobierno local,MULTIPOINT(-60.3768959091188 -31.6495212086368),Municipio Villa Urquiza,Municipio,Villa Urquiza,300371,Municipio,MU,Entre Ríos,30,BAHRA,IGN
1517,Gobierno local,MULTIPOINT(-58.405804539348 -31.5233761983528),Municipio General Campos,Municipio,General Campos,300378,Municipio,MU,Entre Ríos,30,BAHRA,IGN
1518,Gobierno local,MULTIPOINT(-58.5050320062221 -31.6249608782419),Municipio San Salvador,Municipio,San Salvador,300385,Municipio,MU,Entre Ríos,30,BAHRA,IGN
1519,Gobierno local,MULTIPOINT(-59.1747316012824 -32.0877800979731),Junta Altamirano Sur,Junta,Altamirano Sur,309790,Junta de Gobierno,JG3,Entre Ríos,30,BAHRA,IGN
1520,Gobierno local,MULTIPOINT(-59.2792940254988 -31.9858807821723),Junta Durazno,Junta,Durazno,303091,Comuna,CO2,Entre Ríos,30,BAHRA,IGN
1521,Gobierno local,MULTIPOINT(-59.3956499503848 -32.6394568360641),Junta Arroyo Cle,Junta,Arroyo Cle,309795,Junta de Gobierno,JG3,Entre Ríos,30,BAHRA,IGN
1522,Gobierno local,MULTIPOINT(-59.2758896427927 -32.3933721969693),Junta Gobernador Echagüe,Junta,Gobernador Echagüe,303098,Comuna,CO2,Entre Ríos,30,BAHRA,IGN
1523,Gobierno local,MULTIPOINT(-59.356618806113 -32.5454358718679),Municipio Gobernador Mansilla,Municipio,Gobernador Mansilla,300392,Municipio,MU,Entre Ríos,30,BAHRA,IGN
1524,Gobierno local,MULTIPOINT(-59.3727853438685 -32.3365225745571),Junta Gobernador Sola,Junta,Gobernador Sola,303112,Comuna,CO1,Entre Ríos,30,BAHRA,IGN
1525,Gobierno local,MULTIPOINT(-59.3059536406479 -32.0811453252965),Junta Guardamonte,Junta,Guardamonte,303119,Comuna,CO2,Entre Ríos,30,BAHRA,IGN
1526,Gobierno local,MULTIPOINT(-59.1729259163979 -32.4702188089508),Junta Las Guachas,Junta,Las Guachas,309825,Junta de Gobierno,JG3,Entre Ríos,30,BAHRA,IGN
1527,Gobierno local,MULTIPOINT(-59.3979704530739 -32.174684219601),Municipio Maciá,Municipio,Maciá,300399,Municipio,MU,Entre Ríos,30,BAHRA,IGN
1528,Gobierno local,MULTIPOINT(-59.1390668037899 -32.3006755060697),Municipio Rosario del Tala,Municipio,Rosario del Tala,300406,Municipio,MU,Entre Ríos,30,BAHRA,IGN
1529,Gobierno local,MULTIPOINT(-58.8786718168508 -32.3721599787),Municipio Basavilbaso,Municipio,Basavilbaso,300413,Municipio,MU,Entre Ríos,30,BAHRA,IGN
1530,Gobierno local,MULTIPOINT(-58.4793213233204 -32.462118892273),Municipio Caseros,Municipio,Caseros,300420,Municipio,MU,Entre Ríos,30,BAHRA,IGN
1531,Gobierno local,MULTIPOINT(-58.3253513590779 -32.6704033341465),Municipio Colonia Elía,Municipio,Colonia Elía,300423,Municipio,MU,Entre Ríos,30,BAHRA,IGN
1532,Gobierno local,MULTIPOINT(-58.2321207793505 -32.484661265405),Municipio Concepción del Uruguay,Municipio,Concepción del Uruguay,300427,Municipio,MU,Entre Ríos,30,BAHRA,IGN
1533,Gobierno local,MULTIPOINT(-58.6346532352586 -32.4337844750734),Municipio Herrera,Municipio,Herrera,300434,Municipio,MU,Entre Ríos,30,BAHRA,IGN
1534,Gobierno local,MULTIPOINT(-58.9575146485821 -32.092103265853),Junta Las Moscas,Junta,Las Moscas,303161,Comuna,CO1,Entre Ríos,30,BAHRA,IGN
1535,Gobierno local,MULTIPOINT(-58.9069528898639 -32.2618954399226),Junta Líbaros,Junta,Líbaros,303168,Comuna,CO2,Entre Ríos,30,BAHRA,IGN
1536,Gobierno local,MULTIPOINT(-58.4226001924449 -32.2553731706353),Municipio 1º de Mayo,Municipio,1º de Mayo,300437,Municipio,MU,Entre Ríos,30,BAHRA,IGN
1537,Gobierno local,MULTIPOINT(-58.4441779122808 -32.3460070613767),Municipio Pronunciamiento,Municipio,Pronunciamiento,300441,Municipio,MU,Entre Ríos,30,BAHRA,IGN
1538,Gobierno local,MULTIPOINT(-58.9730096688611 -32.3446636289233),Junta Rocamora,Junta,Rocamora,303175,Comuna,CO2,Entre Ríos,30,BAHRA,IGN
