alt	name
andamanøyane og nikobarane	Andaman & Nicobar Islands
andamanų ir nikobarų salos	Andaman & Nicobar Islands
andamao e nicobar	Andaman & Nicobar Islands
andamán- és nikobár-szigetek	Andaman & Nicobar Islands
andamão e nicobar	Andaman & Nicobar Islands
awon erekusu andaman ati nicobar	Andaman & Nicobar Islands
iles andaman-et-nicobar	Andaman & Nicobar Islands
illas andaman e nicobar	Andaman & Nicobar Islands
illes andaman i nicobar	Andaman & Nicobar Islands
inizi andaman ha nicobar	Andaman & Nicobar Islands
insulae andamanenses et nicobarenses	Andaman & Nicobar Islands
insulele andaman si nicobar	Andaman & Nicobar Islands
insulele andaman și nicobar	Andaman & Nicobar Islands
islas andaman y nicobar	Andaman & Nicobar Islands
islas andamán y nicobar	Andaman & Nicobar Islands
kapuloan andaman lan nikobar	Andaman & Nicobar Islands
kapuropod-an han andaman ngan nicobar	Andaman & Nicobar Islands
kepulauan andaman dan nicobar	Andaman & Nicobar Islands
kepulauan andaman dan nikobar	Andaman & Nicobar Islands
quan gao andaman va nicobar	Andaman & Nicobar Islands
quần đảo andaman và nicobar	Andaman & Nicobar Islands
ademana ate nikobara tapu	Andaman & Nicobar Islands
an da man-ni ke ba qun dao	Andaman & Nicobar Islands
andaman mattu nikobar dvipagalu	Andaman & Nicobar Islands
andaman nikobaleu jedo	Andaman & Nicobar Islands
andaman nikobar divulu	Andaman & Nicobar Islands
andamana ane nikobara dvipasamuha	Andaman & Nicobar Islands
andamana ani nikobara	Andaman & Nicobar Islands
andamana arau nikobara dbipapunja	Andaman & Nicobar Islands
andamana aura nikobara dvipasamuha	Andaman & Nicobar Islands
andamana baro nikobara dbipamala	Andaman & Nicobar Islands
andamana o nikobara dbipapunja	Andaman & Nicobar Islands
andamana o nikobara dvipapunja	Andaman & Nicobar Islands
andamana ra nikobara dvipa samuha	Andaman & Nicobar Islands
andamananikobaradvipasamuhah	Andaman & Nicobar Islands
andamanish do nikʼobarish kʼokʼepi	Andaman & Nicobar Islands
antaman nikkopar tivukal	Andaman & Nicobar Islands
anڈyman atے nkwbar	Andaman & Nicobar Islands
jzayr andaman w nykwbar	Andaman & Nicobar Islands
jzr andman wnykwbar	Andaman & Nicobar Islands
ladakh	Ladakh
ladakkh	Ladakh
lantach	Ladakh
la da ke	Ladakh
ladak	Ladakh
ladakeu	Ladakh
ladakha	Ladakh
ladakha sampadana	Ladakh
ladaki	Ladakh
laddakha	Ladakh
latak	Ladakh
ldakh	Ladakh
radakku	Ladakh
lakshadweep	Lakshadweep
union territory of lakshadweep	Lakshadweep
ld	Lakshadweep
laccadives	Lakshadweep
lakkadivane	Lakshadweep
lakkadivene	Lakshadweep
laquedives	Lakshadweep
